,Time,CPU usage [%]
203,2024.05.09 11:00:00,6.0393653
204,2024.05.09 12:00:00,6.911116
205,2024.05.09 13:00:00,8.016027
206,2024.05.09 14:00:00,6.50678
207,2024.05.09 15:00:00,6.176393
208,2024.05.09 16:00:00,6.3354793
209,2024.05.09 17:00:00,6.5868254
210,2024.05.09 18:00:00,6.091593
211,2024.05.09 19:00:00,5.143458
212,2024.05.09 20:00:00,5.200812
213,2024.05.09 21:00:00,4.1245847
214,2024.05.09 22:00:00,8.576138
215,2024.05.09 23:00:00,3.4892626
216,2024.05.10 00:00:00,4.1251984
217,2024.05.10 01:00:00,3.3739672
218,2024.05.10 02:00:00,2.2984824
219,2024.05.10 03:00:00,1.508441
220,2024.05.10 04:00:00,1.585049
221,2024.05.10 05:00:00,2.0842636
222,2024.05.10 06:00:00,2.2773023
223,2024.05.10 07:00:00,3.2216525
224,2024.05.10 08:00:00,3.3211768
225,2024.05.10 09:00:00,4.465471
226,2024.05.10 10:00:00,5.9745507
227,2024.05.10 11:00:00,6.0243096
228,2024.05.10 12:00:00,6.903085
229,2024.05.10 13:00:00,7.006174
230,2024.05.10 14:00:00,6.525999
231,2024.05.10 15:00:00,6.6179876
232,2024.05.10 16:00:00,6.7870994
233,2024.05.10 17:00:00,6.8540545
234,2024.05.10 18:00:00,5.986643
235,2024.05.10 19:00:00,9.627637
236,2024.05.10 20:00:00,9.694066
237,2024.05.10 21:00:00,7.8982635
238,2024.05.10 22:00:00,12.787461
239,2024.05.10 23:00:00,6.6298785
240,2024.05.11 00:00:00,4.8310833
241,2024.05.11 01:00:00,3.2240324
242,2024.05.11 02:00:00,2.291159
243,2024.05.11 03:00:00,1.7423837
244,2024.05.11 04:00:00,1.8354722
245,2024.05.11 05:00:00,2.1703122
246,2024.05.11 06:00:00,2.1065476
247,2024.05.11 07:00:00,3.1743238
248,2024.05.11 08:00:00,3.3523574
249,2024.05.11 09:00:00,4.234398
250,2024.05.11 10:00:00,5.7728744
251,2024.05.11 11:00:00,5.9669437
252,2024.05.11 12:00:00,7.010531
253,2024.05.11 13:00:00,7.7604394
254,2024.05.11 14:00:00,7.6900134
255,2024.05.11 15:00:00,7.06942
256,2024.05.11 16:00:00,7.081687
257,2024.05.11 17:00:00,7.3437443
258,2024.05.11 18:00:00,6.316049
259,2024.05.11 19:00:00,9.657522
260,2024.05.11 20:00:00,9.655815
261,2024.05.11 21:00:00,8.852291
262,2024.05.11 22:00:00,12.314457
263,2024.05.11 23:00:00,6.531787
264,2024.05.12 00:00:00,3.4564998
265,2024.05.12 01:00:00,1.8400279
266,2024.05.12 02:00:00,1.7580129
267,2024.05.12 03:00:00,1.0638884
268,2024.05.12 04:00:00,1.4069756
269,2024.05.12 05:00:00,1.310798
270,2024.05.12 06:00:00,1.1896477
271,2024.05.12 07:00:00,1.9248667
272,2024.05.12 08:00:00,11.968804
273,2024.05.12 09:00:00,6.3176146
274,2024.05.12 10:00:00,4.967741
275,2024.05.12 11:00:00,4.1087837
276,2024.05.12 12:00:00,5.5623884
277,2024.05.12 13:00:00,5.708302
278,2024.05.12 14:00:00,5.3329196
279,2024.05.12 15:00:00,5.7733655
280,2024.05.12 16:00:00,5.9965277
281,2024.05.12 17:00:00,6.835486
282,2024.05.12 18:00:00,5.981968
283,2024.05.12 19:00:00,11.423672
284,2024.05.12 20:00:00,12.6527195
285,2024.05.12 21:00:00,11.391026
286,2024.05.12 22:00:00,28.684671
287,2024.05.12 23:00:00,23.025103
288,2024.05.13 00:00:00,17.817984
289,2024.05.13 01:00:00,14.089272
290,2024.05.13 02:00:00,3.6869843
291,2024.05.13 03:00:00,0.46007204
292,2024.05.13 04:00:00,0.5580938
293,2024.05.13 05:00:00,0.9854699
294,2024.05.13 06:00:00,0.8457143
295,2024.05.13 07:00:00,1.9539076
296,2024.05.13 08:00:00,2.671722
297,2024.05.13 09:00:00,3.8354506
298,2024.05.13 10:00:00,5.0774956
299,2024.05.13 11:00:00,5.3913665
300,2024.05.13 12:00:00,5.823895
301,2024.05.13 13:00:00,6.2178216
302,2024.05.13 14:00:00,6.954966
303,2024.05.13 15:00:00,5.5880704
304,2024.05.13 16:00:00,5.8449187
305,2024.05.13 17:00:00,6.0857024
306,2024.05.13 18:00:00,5.6676145
307,2024.05.13 19:00:00,5.5208097
308,2024.05.13 20:00:00,5.2990737
309,2024.05.13 21:00:00,4.9193697
310,2024.05.13 22:00:00,8.477752
311,2024.05.13 23:00:00,4.2419195
312,2024.05.14 00:00:00,2.4780414
313,2024.05.14 01:00:00,2.8791983
314,2024.05.14 02:00:00,2.7566855
315,2024.05.14 03:00:00,0.7855375
316,2024.05.14 04:00:00,0.79805267
317,2024.05.14 05:00:00,0.9416991
318,2024.05.14 06:00:00,0.94448024
319,2024.05.14 07:00:00,2.3004172
320,2024.05.14 08:00:00,2.8870852
321,2024.05.14 09:00:00,3.4032667
322,2024.05.14 10:00:00,4.668
323,2024.05.14 11:00:00,4.7939687
324,2024.05.14 12:00:00,5.464987
325,2024.05.14 13:00:00,6.1669674
326,2024.05.14 14:00:00,6.5287857
327,2024.05.14 15:00:00,5.4050374
328,2024.05.14 16:00:00,5.583288
329,2024.05.14 17:00:00,6.2699122
330,2024.05.14 18:00:00,5.936533
331,2024.05.14 19:00:00,5.702951
332,2024.05.14 20:00:00,5.573501
333,2024.05.14 21:00:00,5.193797
334,2024.05.14 22:00:00,8.873175
335,2024.05.14 23:00:00,3.2322545
336,2024.05.15 00:00:00,3.0437634
337,2024.05.15 01:00:00,2.7163532
338,2024.05.15 02:00:00,1.9348606
339,2024.05.15 03:00:00,1.623402
340,2024.05.15 04:00:00,1.457947
341,2024.05.15 05:00:00,1.9932209
342,2024.05.15 06:00:00,2.1485531
343,2024.05.15 07:00:00,3.2511678
344,2024.05.15 08:00:00,3.7482626
345,2024.05.15 09:00:00,4.266939
346,2024.05.15 10:00:00,5.70879
347,2024.05.15 11:00:00,5.9582767
348,2024.05.15 12:00:00,7.1135955
349,2024.05.15 13:00:00,7.3966365
350,2024.05.15 14:00:00,7.502981
351,2024.05.15 15:00:00,6.855132
352,2024.05.15 16:00:00,6.9600067
353,2024.05.15 17:00:00,7.767962
354,2024.05.15 18:00:00,7.145217
355,2024.05.15 19:00:00,7.3408527
356,2024.05.15 20:00:00,6.8390727
357,2024.05.15 21:00:00,6.5127854
358,2024.05.15 22:00:00,10.157433
359,2024.05.15 23:00:00,3.6077864
360,2024.05.16 00:00:00,4.2120543
361,2024.05.16 01:00:00,2.282762
362,2024.05.16 02:00:00,2.1259198
363,2024.05.16 03:00:00,1.5697557
364,2024.05.16 04:00:00,1.62668
365,2024.05.16 05:00:00,1.9006032
366,2024.05.16 06:00:00,2.0250564
367,2024.05.16 07:00:00,3.183631
368,2024.05.16 08:00:00,3.555429
369,2024.05.16 09:00:00,4.1229177
370,2024.05.16 10:00:00,5.6382236
371,2024.05.16 11:00:00,5.539659
372,2024.05.16 12:00:00,6.3737082
373,2024.05.16 13:00:00,7.1796093
374,2024.05.16 14:00:00,7.082105
375,2024.05.16 15:00:00,6.474335
376,2024.05.16 16:00:00,6.997647
377,2024.05.16 17:00:00,7.394004
378,2024.05.16 18:00:00,6.858538
379,2024.05.16 19:00:00,6.9633346
380,2024.05.16 20:00:00,6.003331
381,2024.05.16 21:00:00,5.667816
382,2024.05.16 22:00:00,8.9585
383,2024.05.16 23:00:00,3.5368233
384,2024.05.17 00:00:00,5.8828034
385,2024.05.17 01:00:00,3.142284
386,2024.05.17 02:00:00,1.8374203
387,2024.05.17 03:00:00,1.5402467
388,2024.05.17 04:00:00,1.68541
389,2024.05.17 05:00:00,1.9135284
390,2024.05.17 06:00:00,2.0998847
391,2024.05.17 07:00:00,3.266588
392,2024.05.17 08:00:00,3.1225686
393,2024.05.17 09:00:00,4.225749
394,2024.05.17 10:00:00,6.1999736
395,2024.05.17 11:00:00,5.785626
396,2024.05.17 12:00:00,6.8401747
397,2024.05.17 13:00:00,6.9046836
398,2024.05.17 14:00:00,7.0448318
399,2024.05.17 15:00:00,6.5706196
400,2024.05.17 16:00:00,6.927414
401,2024.05.17 17:00:00,7.221519
402,2024.05.17 18:00:00,6.803659
403,2024.05.17 19:00:00,8.435993
404,2024.05.17 20:00:00,7.8001695
405,2024.05.17 21:00:00,7.3176317
406,2024.05.17 22:00:00,10.947916
407,2024.05.17 23:00:00,4.972111
408,2024.05.18 00:00:00,5.738343
409,2024.05.18 01:00:00,2.5267265
410,2024.05.18 02:00:00,1.5566273
411,2024.05.18 03:00:00,1.4635637
412,2024.05.18 04:00:00,1.6168675
413,2024.05.18 05:00:00,1.8114436
414,2024.05.18 06:00:00,1.8171849
415,2024.05.18 07:00:00,2.82524
416,2024.05.18 08:00:00,3.668707
417,2024.05.18 09:00:00,3.9638724
418,2024.05.18 10:00:00,5.4297543
419,2024.05.18 11:00:00,5.8622813
420,2024.05.18 12:00:00,6.811992
421,2024.05.18 13:00:00,6.803431
422,2024.05.18 14:00:00,6.99709
423,2024.05.18 15:00:00,6.4524536
424,2024.05.18 16:00:00,6.761112
425,2024.05.18 17:00:00,6.820344
426,2024.05.18 18:00:00,6.9339385
427,2024.05.18 19:00:00,8.205174
428,2024.05.18 20:00:00,7.5343175
429,2024.05.18 21:00:00,6.6239934
430,2024.05.18 22:00:00,10.524891
431,2024.05.18 23:00:00,4.4342084
432,2024.05.19 00:00:00,5.310576
433,2024.05.19 01:00:00,2.241823
434,2024.05.19 02:00:00,1.7619289
435,2024.05.19 03:00:00,1.0452747
436,2024.05.19 04:00:00,1.481407
437,2024.05.19 05:00:00,1.6716126
438,2024.05.19 06:00:00,1.6260241
439,2024.05.19 07:00:00,2.30762
440,2024.05.19 08:00:00,12.288572
441,2024.05.19 09:00:00,6.66469
442,2024.05.19 10:00:00,5.182041
443,2024.05.19 11:00:00,4.4583364
444,2024.05.19 12:00:00,5.7358828
445,2024.05.19 13:00:00,5.4704227
446,2024.05.19 14:00:00,6.2818356
447,2024.05.19 15:00:00,6.069015
448,2024.05.19 16:00:00,6.3753633
449,2024.05.19 17:00:00,6.7484837
450,2024.05.19 18:00:00,5.4807343
451,2024.05.19 19:00:00,7.4820924
452,2024.05.19 20:00:00,8.242869
453,2024.05.19 21:00:00,6.303628
454,2024.05.19 22:00:00,28.845606
455,2024.05.19 23:00:00,19.37066
456,2024.05.20 00:00:00,20.565147
457,2024.05.20 01:00:00,14.09918
458,2024.05.20 02:00:00,1.3973286
459,2024.05.20 03:00:00,0.956748
460,2024.05.20 04:00:00,1.9275119
461,2024.05.20 05:00:00,2.2438433
462,2024.05.20 06:00:00,2.3047984
463,2024.05.20 07:00:00,3.179161
464,2024.05.20 08:00:00,3.7961037
465,2024.05.20 09:00:00,5.394136
466,2024.05.20 10:00:00,6.75294
467,2024.05.20 11:00:00,6.899976
468,2024.05.20 12:00:00,6.8288164
469,2024.05.20 13:00:00,7.9049654
470,2024.05.20 14:00:00,8.092318
471,2024.05.20 15:00:00,6.882388
472,2024.05.20 16:00:00,7.1902084
473,2024.05.20 17:00:00,7.1994634
474,2024.05.20 18:00:00,7.1849785
475,2024.05.20 19:00:00,6.505427
476,2024.05.20 20:00:00,5.792429
477,2024.05.20 21:00:00,5.3526287
478,2024.05.20 22:00:00,8.054845
479,2024.05.20 23:00:00,4.044205
480,2024.05.21 00:00:00,4.0234985
481,2024.05.21 01:00:00,0.918138
482,2024.05.21 02:00:00,1.0951076
483,2024.05.21 03:00:00,1.2020816
484,2024.05.21 04:00:00,1.6318613
485,2024.05.21 05:00:00,1.9187492
486,2024.05.21 06:00:00,2.094549
487,2024.05.21 07:00:00,3.0679727
488,2024.05.21 08:00:00,3.637538
489,2024.05.21 09:00:00,4.2837076
490,2024.05.21 10:00:00,5.6699023
491,2024.05.21 11:00:00,5.576785
492,2024.05.21 12:00:00,6.507323
493,2024.05.21 13:00:00,7.493468
494,2024.05.21 14:00:00,7.795036
495,2024.05.21 15:00:00,6.559328
496,2024.05.21 16:00:00,6.7275534
497,2024.05.21 17:00:00,7.1042705
498,2024.05.21 18:00:00,7.6119375
499,2024.05.21 19:00:00,6.5733566
500,2024.05.21 20:00:00,6.0235167
501,2024.05.21 21:00:00,5.5837164
502,2024.05.21 22:00:00,8.041848
503,2024.05.21 23:00:00,4.0957475
504,2024.05.22 00:00:00,4.418038
505,2024.05.22 01:00:00,1.5562397
506,2024.05.22 02:00:00,1.5987601
507,2024.05.22 03:00:00,1.7730246
508,2024.05.22 04:00:00,1.8202138
509,2024.05.22 05:00:00,2.2996788
510,2024.05.22 06:00:00,2.6364317
511,2024.05.22 07:00:00,3.6547244
512,2024.05.22 08:00:00,3.9147468
513,2024.05.22 09:00:00,4.7836037
514,2024.05.22 10:00:00,6.469251
515,2024.05.22 11:00:00,6.5390134
516,2024.05.22 12:00:00,7.5829597
517,2024.05.22 13:00:00,8.016249
518,2024.05.22 14:00:00,7.7060037
519,2024.05.22 15:00:00,7.0824127
520,2024.05.22 16:00:00,7.2427835
521,2024.05.22 17:00:00,7.609611
522,2024.05.22 18:00:00,7.7564135
523,2024.05.22 19:00:00,6.797326
524,2024.05.22 20:00:00,6.312373
525,2024.05.22 21:00:00,6.043337
526,2024.05.22 22:00:00,9.265375
527,2024.05.22 23:00:00,4.346226
528,2024.05.23 00:00:00,5.4362383
529,2024.05.23 01:00:00,1.9992292
530,2024.05.23 02:00:00,1.9750727
531,2024.05.23 03:00:00,1.7791872
532,2024.05.23 04:00:00,1.8252927
533,2024.05.23 05:00:00,2.085377
534,2024.05.23 06:00:00,2.3959358
535,2024.05.23 07:00:00,3.3936787
536,2024.05.23 08:00:00,3.3753345
537,2024.05.23 09:00:00,4.104137
538,2024.05.23 10:00:00,5.66824
539,2024.05.23 11:00:00,5.652103
540,2024.05.23 12:00:00,6.3637276
541,2024.05.23 13:00:00,7.155085
542,2024.05.23 14:00:00,7.1774764
543,2024.05.23 15:00:00,6.479482
544,2024.05.23 16:00:00,6.9825206
545,2024.05.23 17:00:00,7.023729
546,2024.05.23 18:00:00,7.2642636
547,2024.05.23 19:00:00,6.3256927
548,2024.05.23 20:00:00,5.837444
549,2024.05.23 21:00:00,5.3912773
550,2024.05.23 22:00:00,9.006217
551,2024.05.23 23:00:00,4.103283
